name_1,name_2,prediction,token_set_ratio,label,error
hotel domus selecta casa torner i gueell,hotel domus selecta casa torner i guell,0.9771153,0.99,1.0,False
rancho meza,rancho de meza,0.78648585,1.0,1.0,False
culico,culiacan,0.3746048,0.71,0.0,False
octapa,el guerigo,0.21558174,0.12,0.0,False
la fuente del negro,la fuente del arenal,0.33954984,0.81,0.0,False
cabanas,la estacion de cabanas de la sagra,0.10736238,1.0,0.0,False
magdalena de kino,la magdalena de araceo,0.19012445,0.83,0.0,False
el madrono,cortijadas el madrono,0.8740719,1.0,1.0,False
paralaza,byrylada,0.4224125,0.5,1.0,True
el pradillo,pradillo,0.8390991,1.0,1.0,False
clot,clavijo,0.46553808,0.55,0.0,False
rio marquelia,rio las lajas,0.10962409,0.54,0.0,False
orzola,arroyo ortigosa,0.12483795,0.38,0.0,False
los pajaros,los pajaros,0.88771135,1.0,1.0,False
los martinez,los marranos,0.59973913,0.67,0.0,True
ahuehuetitlan,canada cerro quemado,0.044101574,0.24,0.0,False
rancho de severiano,setiapachi,0.05888711,0.34,0.0,False
canada santa ana,santa ana,0.4734332,1.0,1.0,True
la vibora,barranca la vibora,0.91742456,1.0,1.0,False
rio la soledad,mesa de lana,0.17922275,0.38,0.0,False
el saucito,rancho el mesteno,0.31476223,0.52,1.0,True
mina el arrayan,el arrayan,0.91035146,1.0,1.0,False
la estacion,tentacion,0.5104636,0.7,1.0,False
buenavista de parangueo,numero uno,0.3948473,0.24,0.0,False
dolores,lazaro cardenas,0.31370646,0.18,1.0,True
rio das mestas,rio ballo,0.23415695,0.5,1.0,True
cabeza de coma de parros,kolunga,0.2846347,0.07,0.0,False
abanto y ciervana,abanto y ciervana,0.9956396,1.0,1.0,False
aeroport de gran canaria,flughafen lanzarote,0.34473827,0.28,0.0,False
quebrachita,rio puyacatengo,0.021827478,0.31,0.0,False
tierra colorada 1ra seccion,modelo,0.21089736,0.18,0.0,False
batapilillas,batopilitas,0.17119619,0.78,1.0,True
el lapiz,el lapiz,0.8624688,1.0,0.0,True
vehint de montroig,caserio montroig,0.67623454,0.67,1.0,False
albeiz albeniz,albeiz,0.6485604,1.0,1.0,False
estacion de los balbases,apeadero de los balbases,0.9744799,0.79,1.0,False
cerro los chiguis,la vinateria,0.29961634,0.21,0.0,False
galeras,las galeras,0.7968552,1.0,1.0,False
los ramirez,los ramirez,0.87844443,1.0,1.0,False
el calon,piedra del calon,0.845415,0.77,1.0,False
acuitzio,achotan,0.2838337,0.4,0.0,False
la quemada,colon,0.4661971,0.13,0.0,False
el limon,el compromiso,0.5336501,0.48,0.0,True
rancho basiguare,basihuare,0.9096203,0.64,1.0,False
santa maria nieves,santa maria nduayaco,0.2897331,0.76,0.0,False
ixorreta,iurreta,0.93905354,0.8,1.0,False
la antigua,angostura,0.4025559,0.53,0.0,False
ciudad general aleman,ciudad general aleman,0.96808743,1.0,1.0,False
las penas,el jardin,0.36721548,0.33,0.0,False
vila seka,santa maria,0.4267553,0.3,0.0,False
caserio el mendigo,lo mendigo,0.93160546,0.82,1.0,False
santa ines borbolla,santa ines ahuatempan,0.340907,0.69,0.0,False
rio el cigarrero,jose maria morelos,0.17023939,0.29,0.0,False
coatililan,coatitilon,0.514323,0.8,1.0,False
punta de la fuente del asma,pena horadada,0.058554523,0.4,0.0,False
tenejapan,tenejapam de mata,0.5308255,0.62,0.0,True
monte robledal,monterde de albarracin,0.44913426,0.39,0.0,False
rincon de la salitrona,rincon de la salitrona,0.98727125,1.0,1.0,False
ramireno,potrero paija,0.22237931,0.48,0.0,False
el tanque,tanque de cundo,0.35367665,0.8,1.0,True
aldama tercera seccion,huapacalito,0.7390416,0.24,1.0,False
rancho san juan,san juan,0.8012384,1.0,1.0,False
cerro el yerbanis,las sandias,0.22737324,0.36,0.0,False
tepahui,rancho tepache,0.16825522,0.48,0.0,False
amatan,amatan,0.871579,1.0,1.0,False
la pena,cerro la virgen,0.121559925,0.45,0.0,False
turcio,rio la cascada,0.14381415,0.3,0.0,False
banos de sierra elvira,aebura,0.4154793,0.21,1.0,True
pom,polboxal,0.27957138,0.36,0.0,False
casas de la hoya hermosa,cortijos de la hoya del cambron,0.055215426,0.59,0.0,False
castillo,estacion de castillejo,0.16315708,0.53,0.0,False
arroyo pastashe,pastoria,0.29309124,0.43,0.0,False
xini cuu,cerro nuzavi yaa vii,0.12035479,0.36,0.0,False
parets del valles,sant esteve de parets,0.25042093,0.63,1.0,True
puerta del tropezon,cerro las viboras,0.02638137,0.28,0.0,False
cerro lazaro,el espiritu,0.3357886,0.17,0.0,False
breixas,brea de aragon,0.24967591,0.38,0.0,False
san nicolas de parangueo,san nicolas,0.53842676,1.0,1.0,False
los ojites,paraiso,0.40969017,0.12,1.0,True
barranca ascension,ascension,0.904917,1.0,1.0,False
xonacatlan,santiago xonacatlan,0.64824134,1.0,1.0,False
aguaje del zauco,aguaje del sauco,0.94738173,0.94,1.0,False
arroyo rincon de los burros,rincon los burros,0.98240566,1.0,1.0,False
cerro la malinche,volcan la malinche,0.8684717,0.79,1.0,False
rio la culata,el jolantin,0.0681674,0.33,0.0,False
rio corbones,rio de carbones,0.9573717,0.81,1.0,False
el carbon,rancho el carbon,0.77812266,1.0,1.0,False
atengo del rio,atecoxco,0.2491376,0.45,0.0,False
animas,las animas,0.6778531,1.0,1.0,False
ejido gustavo diaz ordaz,el hulefante,0.31791577,0.11,0.0,False
nagueachic,punta nopolo,0.2135039,0.18,0.0,False
zapoapan de amapan,rio zapaluto,0.018061768,0.33,0.0,False
cardenas,cardenas,0.88760775,1.0,1.0,False
estacion juchitan,rio de juchique,0.09094283,0.44,0.0,False
las tontas,tierra de juarez,0.28152817,0.31,0.0,False
san jose de buenavista,san jose buenavista,0.93940294,1.0,1.0,False
corrientes,la union de corrientes,0.94618666,1.0,1.0,False
carcagente,karkajshent,0.40635794,0.57,1.0,True
el capulin,el capulin,0.8906686,1.0,1.0,False
soto la marina river,rio soto la marina,0.22773357,0.89,1.0,True
dehesa de jandia,jalon,0.28900817,0.29,0.0,False
caserio balonga,balonga,0.8904303,1.0,1.0,False
la imagen,minatitlan,0.18509723,0.42,0.0,False
rio culebra,san agustin,0.36681557,0.18,1.0,True
caserio cardenas,cardenas,0.87302536,1.0,1.0,False
aperregi,apinaiz apellaniz,0.25041032,0.32,0.0,False
submeseta del sur,submeseta inferior,0.83907455,0.69,1.0,False
reserva de la biosfera de el vizcaino,el centenario,0.150993,0.27,0.0,False
comunidad el cerrito,cerrito,0.7161179,1.0,1.0,False
guahuichique,huahueachic,0.5664946,0.61,1.0,False
san salvador,chancamero,0.40486306,0.18,1.0,True
nixpisol,nizpizol,0.90615666,0.75,1.0,False
arroyo el jiguite,el jiguite,0.8379246,1.0,0.0,True
bynwfrankwyadw,pinofrankeado,0.22206712,0.59,1.0,True
rio campobuches,rio campobuche,0.93865633,0.97,1.0,False
cerro el gueyadero,el gueyadero,0.7702612,1.0,1.0,False
santiago suchilquitongo,santiago salinas,0.0442951,0.67,0.0,False
concellin,conca de barbera,0.2702411,0.4,0.0,False
liagostera,ljagostera,0.97909075,0.9,1.0,False
caserio toril,arrecife topaciegos,0.03206566,0.38,0.0,False
ilha de lobos,islote de lobos,0.9706654,0.79,1.0,False
tlalnepantla de galeana,tlanepantla de baz,0.8374082,0.78,1.0,False
san quintin,san placido,0.40476653,0.45,0.0,False
santa maria rosario,tayata santa maria rosario,0.9464562,1.0,1.0,False
doctor belisario dominguez,seccion doblones,0.20285676,0.29,0.0,False
san miguel de asperones,caserio san miguel de asperones,0.95652735,1.0,1.0,False
canada,canache,0.43740118,0.62,0.0,False
cerro ajusco,volcan ajusco,0.877601,0.67,1.0,False
cuaulozopotitlan,cuauzapotitlan,0.9643371,0.87,1.0,False
san isidro del jaguey,san isidro del jaguey,0.9575987,1.0,1.0,False
arroyo la cocona,la cocona,0.7760957,1.0,1.0,False
adolfo ruiz cortinez providencia,estacion concha,0.029244985,0.3,0.0,False
puerto ceiba,carrizal de pinzon,0.13158858,0.33,0.0,False
tehuiloyocan,san luisito,0.34766018,0.43,0.0,False
panabachic,panalachi,0.8348054,0.84,1.0,False
collada de munozarre,munoz,0.25988337,0.4,0.0,False
san martin,maquilon,0.4325251,0.44,0.0,False
sierra el pinto,rio el tapon,0.21067305,0.52,0.0,False
bramadero,gabriel ramos millan seccion bramadero,0.8984662,1.0,1.0,False
rancheria barra de san simon,rancheria barra de san simon,0.9879475,1.0,1.0,False
lanzos,lanzos,0.92068356,1.0,1.0,False
capellania,casas de las capellanias,0.43048507,0.59,1.0,True
cerro juarez,cerro el salteador,0.4262851,0.59,0.0,False
ricardo flores magon,arroyo de la quemada,0.1682196,0.25,0.0,False
tlaltenango,sanchez roman,0.38833046,0.17,1.0,True
floristal,caserio floristal,0.93142766,1.0,1.0,False
peon,peon,0.90861994,1.0,1.0,False
rio garona,rio garona,0.96482813,1.0,1.0,False
las huertas,caserio las hoyas del barranco,0.21784662,0.43,0.0,False
santo domingo,santo domingo albarradas,0.42014912,1.0,0.0,False
cerro los gueerigos,cerro el guerigo,0.50341,0.74,0.0,True
madrigal de las atlas tores,autonome gemeinschaft madrid,0.21749863,0.4,0.0,False
isla pelicano,isla tassne,0.5083735,0.53,1.0,False
cerro la ventana,cerro ventana,0.93819803,1.0,1.0,False
tantzozor,tanquian de escobedo,0.26775727,0.21,0.0,False
purisima,la purisima,0.5700734,1.0,1.0,False
halacho,halacho,0.8265739,1.0,1.0,False
lombris,estacion lombardia,0.20097552,0.48,0.0,False
el botin,el bordon,0.40004423,0.71,0.0,False
santa rosa buenavista,san antonio buena vista,0.96197426,0.45,1.0,False
rio la quemada,la quemada,0.9230748,1.0,1.0,False
valle guerra,costa de valle de guerra,0.8575603,1.0,1.0,False
loma linda,loma de huamochic,0.3299727,0.57,0.0,False
morro de salina marques,salina cruz bay,0.3670016,0.57,0.0,False
cercado,la cercada,0.8061229,0.71,1.0,False
rio tinto,iberus,0.74499315,0.13,1.0,False
parras,parras basin,0.4099286,1.0,0.0,False
tecoman,tecomaxusco,0.3642247,0.67,0.0,False
bitorachi,recanapuchi,0.20953695,0.5,0.0,False
el chinal,paso chinal,0.78170633,0.8,1.0,False
legazpia,mondragon,0.25050393,0.12,0.0,False
amatengo,san agustin,0.49213663,0.32,0.0,False
dorado viejo,el diaz,0.30352965,0.42,0.0,False
las palomas,palmas,0.39731976,0.71,0.0,False
estancia san jose,san jose,0.6242973,1.0,1.0,False
la canada,lateral mocho,0.2780323,0.18,0.0,False
rio san bartolo,rio san bartolo,0.94960636,1.0,1.0,False
el sauz,rancho saucito,0.4491271,0.38,0.0,False
meiras,san martin,0.456981,0.38,1.0,True
carrena cabrales,karrantza harana valle de carranza,0.047388792,0.28,0.0,False
san cristobal,valle de leniz,0.3836328,0.22,0.0,False
santa ines,caserio santa ines,0.95850766,1.0,1.0,False
nantes,san simon,0.5310102,0.4,0.0,True
canitzan,candeloria,0.29169425,0.56,0.0,False
paredon,el paraiso,0.4935452,0.47,0.0,False
cerro gueirocoba,cerro guirocoba,0.961455,0.97,1.0,False
benifaio,benifayo,0.61109763,0.88,1.0,False
ciudad diaz ordaz,gustavo diaz ordaz,0.76434726,0.74,1.0,False
san pablo macuiltianguis,macuiltlanguis,0.9609161,0.68,1.0,False
caserio monte alto,caserio monte alto,0.9718101,1.0,1.0,False
mollet del valles,montkada i reshak,0.3317265,0.41,0.0,False
cabo mugeres,punta mujeres,0.86436224,0.48,1.0,False
zuhatzu kuartango,zuazo de cuartango,0.9077253,0.74,1.0,False
nicolas bravo segunda seccion,segunda seccion,0.93131435,1.0,0.0,True
nuevo la carolina,la cardona,0.09798956,0.67,0.0,False
rio platanar,platanar,0.90499765,1.0,1.0,False
san andres lagunas,san valentin gomez,0.0666431,0.39,0.0,False
santa barbara,rio de belem,0.078435704,0.16,0.0,False
el higueron,el higueron,0.9486132,1.0,1.0,False
rancho san jose,rancho san jose,0.80835354,1.0,1.0,False
los antiguis,cerro los gueros,0.17244971,0.5,0.0,False
caserio escolta,escobar,0.030695107,0.45,0.0,False
el magote,peninsula de el mogote,0.3255404,0.52,1.0,True
rinconada del mimbre,pco,0.1997915,0.17,0.0,False
colonia salinas,bahia de los frailes,0.13044003,0.34,0.0,False
san marcos de leon,san marcial ozolotepec,0.07754538,0.45,0.0,False
ciudad universitaria,universidad autonoma del estado de morelos,0.28502843,0.45,1.0,True
gargos,gorguz,0.75638574,0.5,1.0,False
cerro tuxtepec,licenciado justo sierra mendez,0.19118118,0.18,0.0,False
lazaro cardenas,el mezquite segundo,0.1750799,0.12,0.0,False
arroyo los anisillos,arroyo el tunel,0.56905156,0.57,0.0,True
cerro la senorita,la senorita,0.8589804,1.0,1.0,False
talamanka dy jarama,twrylwdwnys,0.034487862,0.13,0.0,False
arroyo del regueron,arroyo de la reguera,0.8291988,0.87,1.0,False
chorrenos,el carmen,0.27928615,0.44,1.0,True
estacion de casar,caserio de puerto blanco,0.028502097,0.44,0.0,False
guero chico,guero grande,0.2869673,0.62,0.0,False
rio mojarras,arroyo mojarras,0.9595317,0.81,1.0,False
canada el guayabo,cerro yucuino,0.037335683,0.2,0.0,False
el leon,el zorrillo,0.2823758,0.56,0.0,False
huehuechoca,huhbichen,0.4400851,0.5,0.0,False
oxtotepec,rio oxolotan,0.031586323,0.38,0.0,False
pomona,pamecuaran,0.20984519,0.38,0.0,False
san baltasar loxicha,san baltazar loxicha,0.98507947,0.95,1.0,False
tlalnepantla,tultitlan,0.21769014,0.38,0.0,False
el pavellon,el pabellon,0.8182424,0.91,1.0,False
pozo de las nieves,los pexos,0.25235564,0.37,1.0,True
cortijo de la olivilla baja,caserio olivilla,0.13429047,0.67,1.0,True
caserio la fuente del tio molina,la fuente del tio molina,0.98582846,1.0,1.0,False
arroyo san juan,rio san juan,0.9051693,0.81,1.0,False
millan,rio milanillos,0.19496232,0.5,0.0,False
caserio la mojonera,caserio la mojonera,0.9771747,1.0,1.0,False
colonia alvaro obregon,alvaro obregon,0.500466,1.0,0.0,True
trinidad zaachila,rio la trinidad,0.19316557,0.7,0.0,False
velilla del rio carrion,velilja del rio karrion,0.9735064,0.91,1.0,False
el juanacaxtle,guanacaxtle,0.9372188,0.8,1.0,False
cerro los guerigos,cerro los guerigos,0.9611163,1.0,1.0,False
benemerito juarez,mazin chico,0.30470273,0.36,0.0,False
branosera,santa maria,0.54591393,0.4,0.0,True
el rincon,rincon,0.78699833,1.0,1.0,False
bahia asuncion,bahia la asuncion,0.9567784,1.0,1.0,False
barrio mas de anton,barranco mas carbo,0.037624482,0.54,0.0,False
la canada,la canada,0.9052712,1.0,1.0,False
paraiso escondido,la haciendita de cabanas,0.17663735,0.34,0.0,False
san agustin las tablas,santa juana primera seccion,0.15286307,0.41,0.0,False
rio grande de morelia,rio grande,0.48421282,1.0,1.0,True
huerfanos,santa rosa,0.4511503,0.32,1.0,True
chichicatzapan mendez,san cristobal chichicaxtepec,0.18348083,0.49,0.0,False
zoyatlan,zoritapa,0.20195423,0.5,0.0,False
las bardenas,arenas de cabrales,0.24819589,0.6,0.0,False
la canoa,canada el rincon,0.14331976,0.5,0.0,False
el guanabano,el guanabano,0.94376874,1.0,1.0,False
san martin,santo tomas,0.48173243,0.29,0.0,False
corvelle,san martin,0.60146606,0.11,1.0,False
rio topiltepec,rio topiltepec,0.9923972,1.0,1.0,False
riu de la llosa,lloret de mar,0.059476905,0.57,0.0,False
rio guadaramilla,arroyo guadancil,0.053375304,0.44,0.0,False
la cabra,la brena,0.29757437,0.75,0.0,False
bacanuchi,rio de la bocanora,0.014211185,0.37,0.0,False
cabanas,san julian,0.4209051,0.35,1.0,True
la estacion,estacion de yanguas y carbonero,0.3686194,0.84,1.0,True
yucuana,san bartolome,0.35624412,0.2,1.0,True
masias blancas,masia de los perez,0.15516925,0.5,0.0,False
la alameda,olameda,0.8067825,0.71,1.0,False
buenavista,buenavista de penuelas,0.7211584,1.0,1.0,False
barrio el tio miguelete,el tio miguelete,0.844431,1.0,1.0,False
piloncito,el pielago,0.18332009,0.42,0.0,False
santa teresa y san jeronimo,santa sofia,0.58755547,0.62,0.0,True
ejido la cleotilde,ejido juan rincon,0.30958173,0.46,0.0,False
el alamo,alamo,0.42122966,1.0,1.0,True
cano de la horcada,cano de la horcada,0.99378335,1.0,1.0,False
segunda seccion,libertad segunda seccion,0.5697054,1.0,0.0,True
san jose de colomo,san jose del colomo,0.96663415,0.97,1.0,False
munoz,lopez mateos,0.5213541,0.24,0.0,True
colonia de guadalupe,san nicolas,0.2034887,0.26,0.0,False
cembarain,cembarain,0.96735156,1.0,1.0,False
zamudio derio,rio zampron,0.13549142,0.67,0.0,False
el pinzan dulce,el pinzan dulce,0.95203817,1.0,1.0,False
canadas,las canadas,0.8805841,1.0,0.0,True
bilerle,villarreal de alava,0.22170308,0.31,1.0,True
rio el naranjo,rio el naranjo,0.981206,1.0,1.0,False
san angel,san andres uno,0.3039895,0.61,0.0,False
caracuaro de morelos,caracuaro de morelos,0.989495,1.0,1.0,False
kilometro catorce,alvaro leonel,0.28947213,0.27,0.0,False
blbayth,bo la ni ao si de ka la te la wa,0.17459042,0.24,0.0,False
rio molinells,molinaseca,0.081472315,0.52,0.0,False
cienega,rancho la cienaga,0.41241947,0.5,1.0,True
cuyutlan,laguna cuyutlan,0.79939747,1.0,1.0,False
guardiolla,rancho gaurdiola,0.43248144,0.62,1.0,True
rancho palo blanco,estacion palo blanco,0.8159101,0.76,0.0,True
la sacristia,casa la sacristia,0.88744974,1.0,1.0,False
refugio de los orendain,refugio de los orendain,0.9966073,1.0,1.0,False
rio del ermito,eirines,0.111166075,0.38,0.0,False
chamoso,san andres,0.42233524,0.24,0.0,False
jesus maria ribera baja,rio pimiental,0.09730518,0.22,0.0,False
casorvia,casorvia,0.9106192,1.0,1.0,False
gia de isora,guia de gran canaria,0.09942256,0.5,0.0,False
tequisquiapam,magdalena tequisquiapan,0.8437492,0.67,1.0,False
laguna vapor,laguna de las cruces,0.6277187,0.67,1.0,False
san miguel,san miguel talea de castro,0.4464348,1.0,1.0,True
beadegos,san martin,0.49636617,0.22,0.0,False
el pilon,cerro el pilon,0.8776442,1.0,1.0,False
san juan teponaxtla,teotihuacan de arista,0.25876448,0.35,0.0,False
caserio dels llivis,estacion delicias,0.008635757,0.33,0.0,False
rio cubas,ria de cubas,0.9847752,0.76,1.0,False
mesa de mal pais,cerro del malpais,0.36045274,0.61,0.0,False
rio de las islas,rio san pedrito,0.16810317,0.52,1.0,True
jicotan nuevo,jicotan,0.5610057,1.0,1.0,False
canada san jorge,canada gabriel,0.47018814,0.6,0.0,False
rancho el tamez,rancho el sauz,0.47912225,0.83,0.0,False
gurulles,gurrea de gallego,0.31252405,0.32,0.0,False
sant hipolit de voltrega,san haybwlaytw dy fwltryja,0.17073825,0.36,1.0,True
las soledades de san isidro,adolfo lopez mateos,0.21945347,0.26,0.0,False
rancho santa clara,ojo de agua,0.19695823,0.28,1.0,True
bei na he wei er,benakheber,0.39096007,0.31,1.0,True
hacienda santa fe,santa engracia,0.11903574,0.71,0.0,False
bosques de las lomas,col bosques,0.23522751,0.78,1.0,True
jesus maria comalapan,jesus maria comalapan,0.95561135,1.0,1.0,False
las viboras,arroyo las vibora,0.3977061,0.71,1.0,True
joyas,rancho las joyas,0.85473853,1.0,1.0,False
san luis de gustique,san luis de babarocos,0.22271745,0.71,0.0,False
arroyo de jaquiverachi,jaquiberachi,0.74099195,0.65,1.0,False
port de barcelona,circuito de cataluna,0.25670728,0.49,0.0,False
bojorquez,bojorquez,0.93612236,1.0,1.0,False
el bajio,el bajio,0.8812134,1.0,1.0,False
tepancuapa,tepancuapan,0.7521352,0.95,1.0,False
esterri de aneu,estella lizarra,0.16127835,0.4,0.0,False
arroyo el gachupin,mesa el jacalon,0.08523625,0.36,0.0,False
pico de oro primera seccion,pico de oro primera seccion,0.99276245,1.0,1.0,False
oroso,santa maria,0.69826,0.25,1.0,False
caserio coto y data,caserio coto navacebrera y navahermosa,0.051586173,0.85,0.0,False
san juan atzacualoya,atzacualoya,0.92586356,1.0,1.0,False
rancho el ranchito,el ranchito,0.85138154,1.0,1.0,False
rancho la cruz,sierra de las cruces,0.17429495,0.53,0.0,False
baquiriachic,baquereachi,0.48656067,0.78,0.0,False
ejido cuauhtemoc,chila cortazar,0.2893395,0.2,1.0,True
kilometro veintiseis,dos hermanos,0.3283894,0.25,1.0,True
san antonio fraccion,san pedro pedernal,0.12291399,0.32,1.0,True
cuevecillas de abajo,cuevillas,0.24556808,0.62,0.0,False
las penitas,las penitas,0.8065264,1.0,1.0,False
pla de panades,el pla del penedes,0.80062693,0.75,1.0,False
san gabriel tetzoyocan,estacion tetlapayac,0.19447227,0.44,0.0,False
campo sesenta y uno y medio,campo menonita numero 61,0.6257786,0.57,1.0,False
rio del obispillo,rio del obispillo,0.9727525,1.0,1.0,False
pochitocal tercera seccion,tercera seccion,0.9522529,1.0,1.0,False
san ygnacio,rancho san ignacio,0.82403517,0.69,1.0,False
el pedregal,el paxtle,0.085122176,0.5,0.0,False
rancho el fortin,rancho boquillas fortin,0.4080765,0.9,0.0,False
lagunillas,laguna tepic,0.41471085,0.55,0.0,False
suchilapan del rio,suchilapan,0.5759087,1.0,1.0,False
